doc_id,pet_id,pet_name,storage_key,file_name,file_present,mime_stored,mime_used_for_classification,db_title,db_category,db_document_date,db_establishment,db_size_bytes,db_created_at,bytes_read,classified_category,classified_document_date,classified_establishment,classification_path,uncertainty_note
64c9192e-8837-4ec3-89c9-f02cf735901d,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/510aa496e10f48348eaa3da90a3cf87c_2477_BABY_Laudo_descritivo_Outro.pdf,510aa496e10f48348eaa3da90a3cf87c_2477_BABY_Laudo_descritivo_Outro.pdf,True,application/pdf,application/pdf,2477_BABY_Laudo_descritivo_Outro,report,2025-09-11,,667949,2026-02-24T03:08:31+00:00,667949,report,2025-09-11,DUE DIAGNÓSTICO POR IMAGEM,gemini,model_output_no_extra_flags
7e882f6f-3b4d-4dc4-b7f3-299fbdf7e317,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/f6345069b8dd41309464aad7574bc2ac_2477_BABY_Laudo_descritivo_Outro_1.pdf,f6345069b8dd41309464aad7574bc2ac_2477_BABY_Laudo_descritivo_Outro_1.pdf,True,application/pdf,application/pdf,2477_BABY_Laudo_descritivo_Outro_1,report,2025-09-11,,1843738,2026-02-24T03:08:31+00:00,1843738,report,2025-09-11,DUE DIAGNÓSTICO POR IMAGEM,gemini,model_output_no_extra_flags
61daee60-8929-4df4-a17f-9edb6b5d2e33,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/de510cea1a07403bbddcc8a5c66e1477_imagem_65922350_baby.png,de510cea1a07403bbddcc8a5c66e1477_imagem_65922350_baby.png,True,image/png,image/png,imagem_65922350_baby,report,2025-09-11,Due Diagnóstico por Imagem,263668,2026-02-24T03:08:31+00:00,263668,exam,2001-06-14,,gemini,no_establishment_detected
efcbbb2f-3765-4e27-9e41-cc728b45cf86,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/1e8dd9ad93764082b95fbe280f7be970_imagem_65922528_baby.png,1e8dd9ad93764082b95fbe280f7be970_imagem_65922528_baby.png,True,image/png,image/png,imagem_65922528_baby,report,2025-09-11,Due Diagnóstico por Imagem,259245,2026-02-24T03:08:31+00:00,259245,exam,2014-06-01,,gemini,no_establishment_detected
8293db1c-1af1-4241-93ce-e6f31364d8c5,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/7a4b70f6667c41babe5c9035029dcccc_imagem_65922604_baby.png,7a4b70f6667c41babe5c9035029dcccc_imagem_65922604_baby.png,True,image/png,image/png,imagem_65922604_baby,report,2025-09-11,Due Diagnóstico por Imagem,249096,2026-02-24T03:08:31+00:00,249096,exam,2001-06-14,,gemini,no_establishment_detected
9ddebb6c-9ba8-4c43-9b9c-bce2f39f00af,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/10bc50c5a4b74616aac2546a2eab9987_imagem_65922662_baby.png,10bc50c5a4b74616aac2546a2eab9987_imagem_65922662_baby.png,True,image/png,image/png,imagem_65922662_baby,report,2025-09-11,Due Diagnóstico por Imagem,281951,2026-02-24T03:08:31+00:00,281951,exam,2001-06-14,,gemini,no_establishment_detected
cb3b4e7d-654a-4520-81da-e78353ffce9b,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/f59c3d5939a54da38d7b58f1f320ed35_imagem_65922705_baby.png,f59c3d5939a54da38d7b58f1f320ed35_imagem_65922705_baby.png,True,image/png,image/png,imagem_65922705_baby,report,2025-09-11,Due Diagnóstico por Imagem,279114,2026-02-24T03:08:31+00:00,279114,exam,2001-06-14,,gemini,no_establishment_detected
8068418d-5153-4575-a05d-bfc60f0060de,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/e3bff1ceedab40fd8f503216bf377c8e_imagem_65922757_baby.png,e3bff1ceedab40fd8f503216bf377c8e_imagem_65922757_baby.png,True,image/png,image/png,imagem_65922757_baby,report,2025-09-11,Due Diagnóstico por Imagem,262770,2026-02-24T03:08:31+00:00,262770,exam,,,gemini,no_date_detected;no_establishment_detected
aa35afb0-d51d-494e-b404-743bcdd5511b,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/5558fdb703554ed38d25d11f12cbf681_imagem_65922988_baby.png,5558fdb703554ed38d25d11f12cbf681_imagem_65922988_baby.png,True,image/png,image/png,imagem_65922988_baby,report,2025-09-11,Due Diagnóstico por Imagem,218650,2026-02-24T03:08:31+00:00,218650,exam,2001-06-14,,gemini,no_establishment_detected
63834d55-ec6d-4bed-a5ba-ee189f2f9896,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/cadc6db465f7480281d05b2dbc053861_imagem_65923114_baby.png,cadc6db465f7480281d05b2dbc053861_imagem_65923114_baby.png,True,image/png,image/png,imagem_65923114_baby,report,2025-09-11,Due Diagnóstico por Imagem,250651,2026-02-24T03:08:31+00:00,250651,exam,2001-06-14,,gemini,no_establishment_detected
7bc28704-5ef3-44ad-a8dc-189f7e88f525,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/c7575d748a7f439b95a50c643b5faaba_imagem_65923223_baby.png,c7575d748a7f439b95a50c643b5faaba_imagem_65923223_baby.png,True,image/png,image/png,imagem_65923223_baby,report,2025-09-11,Due Diagnóstico por Imagem,263972,2026-02-24T03:08:31+00:00,263972,exam,2001-06-14,,gemini,no_establishment_detected
030c0192-0234-49fa-aab9-68457a62e7bf,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/2b1edfa862a9488bb918a44ea79f1593_imagem_65923364_baby.png,2b1edfa862a9488bb918a44ea79f1593_imagem_65923364_baby.png,True,image/png,image/png,imagem_65923364_baby,report,2025-09-11,Due Diagnóstico por Imagem,267669,2026-02-24T03:08:31+00:00,267669,exam,2014-06-01,,gemini,no_establishment_detected
feb1488b-3ecc-4a70-b9b6-d8a2506e85a1,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/8422751e1e95480fa25f620c0def4157_radiografia_57779603_baby.png,8422751e1e95480fa25f620c0def4157_radiografia_57779603_baby.png,True,image/png,image/png,radiografia_57779603_baby,report,2025-09-11,Due Diagnóstico por Imagem,2769049,2026-02-24T03:08:31+00:00,2769049,exam,,,gemini,no_date_detected;no_establishment_detected
732507c8-af74-4fe4-8015-e038e7aeee19,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/0a115b3a759a4a129a75061d5937068c_radiografia_57779607_baby.png,0a115b3a759a4a129a75061d5937068c_radiografia_57779607_baby.png,True,image/png,image/png,radiografia_57779607_baby,report,2025-09-11,Due Diagnóstico por Imagem,4198801,2026-02-24T03:08:31+00:00,4198801,photo,,,local_after_gemini_null,no_date_detected;no_establishment_detected
64139af2-367e-4b1f-98f8-2bf4cd23e638,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/6584ecc7b32947ffa61088b236ef3022_radiografia_57779604_baby.png,6584ecc7b32947ffa61088b236ef3022_radiografia_57779604_baby.png,True,image/png,image/png,radiografia_57779604_baby,report,2025-09-11,Due Diagnóstico por Imagem,3428311,2026-02-24T03:08:31+00:00,3428311,exam,,,gemini,no_date_detected;no_establishment_detected
304939c0-52a4-4376-b769-cd5c939754c5,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/3778d4f8548e4de39e4cdbaac9b718c2_radiografia_57779606_baby.png,3778d4f8548e4de39e4cdbaac9b718c2_radiografia_57779606_baby.png,True,image/png,image/png,radiografia_57779606_baby,report,2025-09-11,Due Diagnóstico por Imagem,3838595,2026-02-24T03:08:31+00:00,3838595,exam,,,gemini,no_date_detected;no_establishment_detected
2c964363-7d88-40cb-b2be-7715b84b0efc,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/a4e5f3fad75440c8ae15a0948880c0f4_imagem_65923419_baby.png,a4e5f3fad75440c8ae15a0948880c0f4_imagem_65923419_baby.png,True,image/png,image/png,imagem_65923419_baby,report,2025-09-11,Due Diagnóstico por Imagem,261084,2026-02-24T03:08:31+00:00,261084,exam,2014-06-01,,gemini,no_establishment_detected
8b9715c9-6876-4964-8999-87ce67a10a4f,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/31f9dca000c04d1797329de30cfca23d_imagem_65923480_baby.png,31f9dca000c04d1797329de30cfca23d_imagem_65923480_baby.png,True,image/png,image/png,imagem_65923480_baby,report,2025-09-11,Due Diagnóstico por Imagem,264041,2026-02-24T03:08:31+00:00,264041,exam,,,gemini,no_date_detected;no_establishment_detected
311a6c49-4342-4803-a5bf-2a392af419b3,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/447343cb6f8f4768b775d43398774af8_imagem_65923548_baby.png,447343cb6f8f4768b775d43398774af8_imagem_65923548_baby.png,True,image/png,image/png,imagem_65923548_baby,report,2025-09-11,Due Diagnóstico por Imagem,272459,2026-02-24T03:08:31+00:00,272459,exam,2001-06-14,,gemini,no_establishment_detected
8cbfcaaa-ed93-433f-a501-00a737a633f2,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/fd310375e47d40f4949371a1582d68f2_imagem_65923592_baby.png,fd310375e47d40f4949371a1582d68f2_imagem_65923592_baby.png,True,image/png,image/png,imagem_65923592_baby,report,2025-09-11,Due Diagnóstico por Imagem,237049,2026-02-24T03:08:31+00:00,237049,exam,,,gemini,no_date_detected;no_establishment_detected
e12bb007-4d00-466b-adcd-4bc8cb4abc93,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/46dc982b446948b8be8c1564ec8f5674_imagem_65923650_baby.png,46dc982b446948b8be8c1564ec8f5674_imagem_65923650_baby.png,True,image/png,image/png,imagem_65923650_baby,report,2025-09-11,Due Diagnóstico por Imagem,240149,2026-02-24T03:08:31+00:00,240149,exam,2001-06-14,,gemini,no_establishment_detected
afa551ef-7892-4563-bb40-b52b5158e6a9,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/1f3bb068ba2349acb194374a5c3b665e_imagem_65923696_baby.png,1f3bb068ba2349acb194374a5c3b665e_imagem_65923696_baby.png,True,image/png,image/png,imagem_65923696_baby,report,2025-09-11,Due Diagnóstico por Imagem,246169,2026-02-24T03:08:31+00:00,246169,exam,2001-06-14,,gemini,no_establishment_detected
f83835a4-ae26-4fdc-9e2a-fbeb5d8edb07,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/fdc53a5efcf5418ebd6ace33ff9f071e_imagem_65923761_baby.png,fdc53a5efcf5418ebd6ace33ff9f071e_imagem_65923761_baby.png,True,image/png,image/png,imagem_65923761_baby,report,2025-09-11,Due Diagnóstico por Imagem,234373,2026-02-24T03:08:31+00:00,234373,exam,2014-06-01,,gemini,no_establishment_detected
e27a7dd6-be90-4f8b-9b13-3bc1f4ae5877,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/c319cb9ef6da4ca6bb4af1bdc664801f_imagem_65923834_baby.png,c319cb9ef6da4ca6bb4af1bdc664801f_imagem_65923834_baby.png,True,image/png,image/png,imagem_65923834_baby,report,2025-09-11,Due Diagnóstico por Imagem,255258,2026-02-24T03:08:31+00:00,255258,exam,2001-06-14,,gemini,no_establishment_detected
413c0b91-3621-4d5b-a187-a4c71e76d3c1,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/ae057aef93dd4c888608403f0d729f2d_imagem_65923873_baby.png,ae057aef93dd4c888608403f0d729f2d_imagem_65923873_baby.png,True,image/png,image/png,imagem_65923873_baby,report,2025-09-11,Due Diagnóstico por Imagem,247254,2026-02-24T03:08:31+00:00,247254,exam,2001-06-14,,gemini,no_establishment_detected
24b7daa3-a800-4623-a487-20993b12ac22,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/4d045f7e7d8f4beda2097ebfbc29295e_imagem_65923969_baby.png,4d045f7e7d8f4beda2097ebfbc29295e_imagem_65923969_baby.png,True,image/png,image/png,imagem_65923969_baby,report,2025-09-11,Due Diagnóstico por Imagem,248572,2026-02-24T03:08:31+00:00,248572,exam,2001-06-14,,gemini,no_establishment_detected
48a89e96-61e2-4aa3-9591-3d4b524ace9a,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/190f1b65d10d47cfa0722e03a3928463_imagem_65924020_baby.png,190f1b65d10d47cfa0722e03a3928463_imagem_65924020_baby.png,True,image/png,image/png,imagem_65924020_baby,report,2025-09-11,Due Diagnóstico por Imagem,250009,2026-02-24T03:08:31+00:00,250009,exam,2001-06-14,,gemini,no_establishment_detected
be7a7c0b-85c0-4bea-80f7-82eeea072fe4,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/c4af2dddb6984e2d8c525854a1f55aa9_imagem_65924092_baby.png,c4af2dddb6984e2d8c525854a1f55aa9_imagem_65924092_baby.png,True,image/png,image/png,imagem_65924092_baby,report,2025-09-11,Due Diagnóstico por Imagem,237801,2026-02-24T03:08:31+00:00,237801,exam,2001-06-14,,gemini,no_establishment_detected
14b43a27-efd3-4f5a-ad39-8d8de80cd654,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/500cf5a3a3bc4439b59d78023ee9b138_imagem_65924133_baby.png,500cf5a3a3bc4439b59d78023ee9b138_imagem_65924133_baby.png,True,image/png,image/png,imagem_65924133_baby,report,2025-09-11,Due Diagnóstico por Imagem,257264,2026-02-24T03:08:31+00:00,257264,exam,2001-06-14,,gemini,no_establishment_detected
7c26838f-a8b4-4de4-9420-1b291f5ac3de,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/11cea9ac5d2c4d5fbe15e9bb6d89c300_imagem_65924141_baby.png,11cea9ac5d2c4d5fbe15e9bb6d89c300_imagem_65924141_baby.png,True,image/png,image/png,imagem_65924141_baby,report,2025-09-11,Due Diagnóstico por Imagem,263292,2026-02-24T03:08:31+00:00,263292,exam,2001-06-14,,gemini,no_establishment_detected
7b2e00c5-2af6-4526-8ff9-64a06f5d8a00,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/60cfae0a0c4a4a60bcccaf8390a909cf_imagem_65924162_baby.png,60cfae0a0c4a4a60bcccaf8390a909cf_imagem_65924162_baby.png,True,image/png,image/png,imagem_65924162_baby,report,2025-09-11,Due Diagnóstico por Imagem,247245,2026-02-24T03:08:31+00:00,247245,exam,2001-06-14,,gemini,no_establishment_detected
fdbb7a21-438e-4e31-88f5-04d7e7f2ae79,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/516e31dd413d46caac5b532e6423a26a_imagem_65924266_baby.png,516e31dd413d46caac5b532e6423a26a_imagem_65924266_baby.png,True,image/png,image/png,imagem_65924266_baby,report,2025-09-11,Due Diagnóstico por Imagem,313624,2026-02-24T03:08:31+00:00,313624,exam,2014-06-01,,gemini,no_establishment_detected
d1640c41-ba4e-4376-affc-32c2796298cc,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/abb6b1f52b8d4f84a1f553d907826452_imagem_65924405_baby.png,abb6b1f52b8d4f84a1f553d907826452_imagem_65924405_baby.png,True,image/png,image/png,imagem_65924405_baby,report,2025-09-11,Due Diagnóstico por Imagem,181608,2026-02-24T03:08:31+00:00,181608,exam,2002-07-14,,gemini,no_establishment_detected
cd6d1b68-2ac3-4177-b370-3d6b7032c67f,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/f5305d35dd8a4d6c98ad0d42d5da8f01_imagem_65924506_baby.png,f5305d35dd8a4d6c98ad0d42d5da8f01_imagem_65924506_baby.png,True,image/png,image/png,imagem_65924506_baby,report,2025-09-11,Due Diagnóstico por Imagem,266829,2026-02-24T03:08:31+00:00,266829,exam,2002-07-14,,gemini,no_establishment_detected
09f15f56-ab70-4ea8-9719-2f325251047a,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/38330018143345568a53430227904095_imagem_65924547_baby.png,38330018143345568a53430227904095_imagem_65924547_baby.png,True,image/png,image/png,imagem_65924547_baby,report,2025-09-11,Due Diagnóstico por Imagem,273907,2026-02-24T03:08:31+00:00,273907,exam,2002-07-14,,gemini,no_establishment_detected
0b18bea9-b4c2-4573-9216-7837b47e094e,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/c0f0933da9ea4d898f9273d028c568e8_COMPANY.pdf,c0f0933da9ea4d898f9273d028c568e8_COMPANY.pdf,True,application/pdf,application/pdf,Ultrasson e Outros Exames,exam,2026-02-21,Dog´s Company,5053556,2026-02-24T03:10:09+00:00,5053556,other,,,local_after_gemini_null,category_generic_other;no_date_detected;no_establishment_detected
05be9f89-946f-4a42-9581-c80e00b89939,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/963f127a0b94461b9441b1a75000d495_COMPANY 2.pdf,963f127a0b94461b9441b1a75000d495_COMPANY 2.pdf,True,application/pdf,application/pdf,Ultrasson e Outros Exames,exam,2026-02-21,Dog´s Company,5011107,2026-02-24T03:10:09+00:00,5011107,other,,,local_after_gemini_null,category_generic_other;no_date_detected;no_establishment_detected
703e937b-b006-4fe1-9c3e-7efe7fee3bb0,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/43d24be9c49b4b23ab72818a3ad7f81f_BABY 1.pdf,43d24be9c49b4b23ab72818a3ad7f81f_BABY 1.pdf,True,application/pdf,application/pdf,Laudo Ecodopplercardiográfico,report,2025-09-09,Santo Agostinho Hospital Veterinário,1469994,2026-02-24T20:03:22+00:00,1469994,report,2025-09-09,SANTOAGOSTINHO Hospital Veterinário,gemini,model_output_no_extra_flags
6d99efb3-0d56-48a6-8a16-eaac63abfa69,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/1679dd4bd34c4c29a23f72270cbdc7c3_BABY 11.pdf,1679dd4bd34c4c29a23f72270cbdc7c3_BABY 11.pdf,True,application/pdf,application/pdf,Exames - Olhos,exam,2025-05-09,Santo Agostinho Hospital Veterinário,208944,2026-02-24T20:11:07+00:00,208944,report,2025-05-11,SANTOAGOSTINHO Hospital Veterinário,gemini,model_output_no_extra_flags
047e9ac9-67f4-46e5-af0b-7e6b66de4a44,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/6bebe768082c48faaa5996b045df6e7e_BABY 10.pdf,6bebe768082c48faaa5996b045df6e7e_BABY 10.pdf,True,application/pdf,application/pdf,Exames - Olhos,exam,2025-05-09,Santo Agostinho Hospital Veterinário,415341,2026-02-24T20:11:07+00:00,415341,exam,2025-05-09,SANTOAGOSTINHO Hospital Veterinário,gemini,model_output_no_extra_flags
fe872c69-4e86-41a7-9d34-4a472811283c,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,/Users/leonardomol/PETMOL/services/price-service/uploads/pet_documents/50abf1d794294e58b124a06e73dda53a_BABY 9.pdf,50abf1d794294e58b124a06e73dda53a_BABY 9.pdf,True,application/pdf,application/pdf,Exames - Olhos,exam,2025-05-09,Santo Agostinho Hospital Veterinário,415338,2026-02-24T20:11:07+00:00,415338,exam,2025-05-09,SANTOAGOSTINHO Hospital Veterinário,gemini,model_output_no_extra_flags
2f7e57c5-62af-4d00-a016-e67af916bdc1,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,6cb8d39797324d32b14112f4d148c021_image.jpg,6cb8d39797324d32b14112f4d148c021_image.jpg,True,image/jpeg,image/jpeg,Carteirinha Capa,photo,2026-04-07,Mundo dos Bichos,2900605,2026-04-07T12:01:46.735655+00:00,2900605,vaccine,,Mundo dos Bichos Pet Shop,gemini,no_date_detected
94ce7eee-9a40-4664-9f98-1af4e76d2e48,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,453eb545e88148f9b3723750fd972fb5_image.jpg,453eb545e88148f9b3723750fd972fb5_image.jpg,True,image/jpeg,image/jpeg,Carteirinha dados do  Baby,photo,2026-04-07,Mundo dos Bichos,2852957,2026-04-07T12:02:35.608668+00:00,2852957,other,2017-06-14,,gemini,category_generic_other;no_establishment_detected
b5121fad-a26a-42d2-9abb-d29aa6a54769,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,fa348577376e4cd78527157fa310dd95_image.jpg,fa348577376e4cd78527157fa310dd95_image.jpg,True,image/jpeg,image/jpeg,Vacinação pag 1,photo,2026-04-07,Mundo dos Bichos,2160845,2026-04-07T12:03:42.966321+00:00,2160845,vaccine,2017-07-31,,gemini,no_establishment_detected
34e248cb-55bd-40d3-9ab3-ec301c3d62dd,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,e8713350adbb40a7a790124831276405_image.jpg,e8713350adbb40a7a790124831276405_image.jpg,True,image/jpeg,image/jpeg,Vacinação pág 2,photo,2026-04-07,Mundo dos Bichos,2142661,2026-04-07T12:04:30.987521+00:00,2142661,vaccine,2017-12-20,,gemini,no_establishment_detected
106468c6-6a37-4139-8841-b655a9cd96ae,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,8107297d7c3d45aaa7721477462a1707_image.jpg,8107297d7c3d45aaa7721477462a1707_image.jpg,True,image/jpeg,image/jpeg,Vacinação pág 3,photo,2026-04-07,Mundo dos Bichos,3105486,2026-04-07T12:05:31.106078+00:00,3105486,vaccine,2020-11-18,Bruno Reis Belvino,gemini,model_output_no_extra_flags
3c68f374-5538-4562-86a0-805587bf72f5,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,a541a0305625456baf9ed9045b1a5367_image.jpg,a541a0305625456baf9ed9045b1a5367_image.jpg,True,image/jpeg,image/jpeg,Vacinação pág 4,photo,2026-04-07,Mundo dos Bichos,2217666,2026-04-07T12:06:08.207193+00:00,2217666,vaccine,2022-11-05,,gemini,no_establishment_detected
843e07f6-93f0-4fed-93f9-1e1a412d073a,8c1eb0e9-337c-4c22-b204-d5f9947e95ba,Baby,d381fe5440134a65b8faef5a1b210cc9_image.jpg,d381fe5440134a65b8faef5a1b210cc9_image.jpg,True,image/jpeg,image/jpeg,Vacinação pág 5,photo,2026-04-07,Mundo dos Bichos,3115041,2026-04-07T12:06:57.642346+00:00,3115041,vaccine,2023-11-30,,gemini,no_establishment_detected
